ISO country code,Country,Sub-national region,World region,MPI National,MPI Regional,Headcount Ratio Regional,Intensity of deprivation Regional,lat,lng
EGY,Egypt,Assuit,Arab States,0.014,0.038,9.6,39.4,27.1783117,31.1859257
EGY,Egypt,Souhag,Arab States,0.014,0.035,8.6,40.4,26.5590737,31.6956705
EGY,Egypt,Qena,Arab States,0.014,0.015,4.2,35.4,26.155061,32.7160121
EGY,Egypt,Aswan,Arab States,0.014,0.013,3.4,37.8,24.088938,32.8998293
EGY,Egypt,Luxor,Arab States,0.014,0.015,4.0,38.4,25.6872431,32.6396357
EGY,Egypt,Red Sea,Arab States,0.014,0.015,3.7,41.0,20.280232,38.512573
EGY,Egypt,New Valley,Arab States,0.014,0.003,0.8,38.9,24.5455638,27.1735316
EGY,Egypt,Matroh,Arab States,0.014,0.036000000000000004,8.8,40.7,31.3543445,27.2373159
ETH,Ethiopia,Tigray,Sub-Saharan Africa,0.564,0.537,85.4,63.0,14.0323336,38.3165725
ETH,Ethiopia,Affar,Sub-Saharan Africa,0.564,0.6629999999999999,90.9,72.9,11.7559388,40.958688
ETH,Ethiopia,Amhara,Sub-Saharan Africa,0.564,0.588,90.1,65.2,11.3494247,37.9784585
ETH,Ethiopia,Oromiya,Sub-Saharan Africa,0.564,0.5920000000000001,91.2,64.8,7.546037699999999,40.6346851
ETH,Ethiopia,Somali,Sub-Saharan Africa,0.564,0.647,93.0,69.6,6.6612293,43.7908453
ETH,Ethiopia,Benishangul-Gumuz,Sub-Saharan Africa,0.564,0.584,89.8,65.1,10.7802889,35.5657862
ETH,Ethiopia,"Southern Nations, Nationalities, and People's Region",Sub-Saharan Africa,0.564,0.574,89.7,64.0,6.5156911,36.954107
ETH,Ethiopia,Gambela,Sub-Saharan Africa,0.564,0.474,81.2,58.4,8.2471899,34.5915966
ETH,Ethiopia,Harari,Sub-Saharan Africa,0.564,0.333,57.9,57.4,9.314866,42.1967716
ETH,Ethiopia,Addis Ababa,Sub-Saharan Africa,0.564,0.085,20.0,42.4,8.9806034,38.7577605
ETH,Ethiopia,Dire Dawa,Sub-Saharan Africa,0.564,0.338,54.9,61.6,9.6008747,41.850142
GAB,Gabon,Libreville/Port-Gentil,Sub-Saharan Africa,0.07,0.024,6.5,36.5,-0.7199639999999999,8.753584
GAB,Gabon,Estuaire (sans Libreville),Sub-Saharan Africa,0.07,0.063,16.2,39.2,0.456963,9.409852
GAB,Gabon,Haut-Ogoouð,Sub-Saharan Africa,0.07,0.092,21.1,43.6,,
GAB,Gabon,Moyen-Ogoouð,Sub-Saharan Africa,0.07,0.138,30.9,44.7,,
GAB,Gabon,Ngounið,Sub-Saharan Africa,0.07,0.184,40.8,45.2,,
GAB,Gabon,Nyanga,Sub-Saharan Africa,0.07,0.16,37.3,43.0,-2.8821033,11.1617356
GAB,Gabon,Ogoouð Maritime (sans Port-Gentil),Sub-Saharan Africa,0.07,0.076,17.9,42.5,,
GAB,Gabon,Ogoouð-Ivindo,Sub-Saharan Africa,0.07,0.264,53.7,49.0,,
GAB,Gabon,Ogoouð-Lolo,Sub-Saharan Africa,0.07,0.152,33.3,45.6,,
GAB,Gabon,Woleu-Nðtem,Sub-Saharan Africa,0.07,0.096,23.3,41.2,,
GHA,Ghana,Ashanti,Sub-Saharan Africa,0.156,0.101,22.7,44.4,6.7470436,-1.5208624
GHA,Ghana,Brong Ahafo,Sub-Saharan Africa,0.156,0.16,36.8,43.5,7.9559247,-1.6760691
GHA,Ghana,Central,Sub-Saharan Africa,0.156,0.171,36.0,47.4,5.5607846,-1.0586135
GHA,Ghana,Eastern,Sub-Saharan Africa,0.156,0.155,34.2,45.5,6.237403599999999,-0.4502368
GHA,Ghana,Greater Accra,Sub-Saharan Africa,0.156,0.058,14.2,41.0,5.8142836,0.0746767
GHA,Ghana,Northern,Sub-Saharan Africa,0.156,0.382,73.8,51.8,9.543926899999999,-0.9056623
GHA,Ghana,Upper East,Sub-Saharan Africa,0.156,0.289,61.6,47.0,10.7082499,-0.9820667999999999
GHA,Ghana,Upper West,Sub-Saharan Africa,0.156,0.259,54.3,47.8,10.2529757,-2.1450245
GHA,Ghana,Volta,Sub-Saharan Africa,0.156,0.138,31.8,43.5,6.5781373,0.4502368
GHA,Ghana,Western,Sub-Saharan Africa,0.156,0.122,28.4,42.9,5.3901978,-2.1450245
GIN,Guinea,Bokð,Sub-Saharan Africa,0.459,0.418,72.1,58.0,,
GIN,Guinea,Conakry,Sub-Saharan Africa,0.459,0.122,27.8,43.7,9.641185499999999,-13.5784012
GIN,Guinea,Faranah,Sub-Saharan Africa,0.459,0.599,92.2,64.9,10.0451022,-10.7492466
GIN,Guinea,Kankan,Sub-Saharan Africa,0.459,0.603,90.6,66.6,10.3827887,-9.311828199999999
GIN,Guinea,Kindia,Sub-Saharan Africa,0.459,0.503,79.6,63.2,10.0406725,-12.8629885
GIN,Guinea,Labð,Sub-Saharan Africa,0.459,0.5539999999999999,89.0,62.3,,
GIN,Guinea,Mamou,Sub-Saharan Africa,0.459,0.531,84.7,62.7,10.3785237,-12.0832543
GIN,Guinea,N'Zðrðkorð,Sub-Saharan Africa,0.459,0.509,87.2,58.4,,
GMB,Gambia,Banjul,Sub-Saharan Africa,0.32299999999999995,0.095,21.1,45.0,13.4548761,-16.5790323
GMB,Gambia,Kanifing,Sub-Saharan Africa,0.32299999999999995,0.157,32.7,48.2,13.4540922,-16.6733441
GMB,Gambia,Brikama,Sub-Saharan Africa,0.32299999999999995,0.242,50.6,47.7,13.2747943,-16.6409198
GMB,Gambia,Mansakonko,Sub-Saharan Africa,0.32299999999999995,0.35200000000000004,72.8,48.3,13.4595508,-15.5401101
GMB,Gambia,Kerewan,Sub-Saharan Africa,0.32299999999999995,0.397,71.1,55.9,13.4929172,-16.0904721
GMB,Gambia,Kuntaur,Sub-Saharan Africa,0.32299999999999995,0.555,91.9,60.4,13.6707177,-14.8899772
GMB,Gambia,Janjanbureh,Sub-Saharan Africa,0.32299999999999995,0.46,78.9,58.2,13.5336211,-14.7695962
GMB,Gambia,Basse,Sub-Saharan Africa,0.32299999999999995,0.524,89.2,58.7,13.3094412,-14.2192475
GNB,Guinea-Bissau,Bafata,Sub-Saharan Africa,0.371,0.545,86.6,62.9,12.1735243,-14.652952
GNB,Guinea-Bissau,Biombo,Sub-Saharan Africa,0.371,0.382,72.2,52.8,11.8529061,-15.7351171
GNB,Guinea-Bissau,Bolama,Sub-Saharan Africa,0.371,0.35200000000000004,69.0,51.0,11.1480591,-16.1345705
GNB,Guinea-Bissau,Cacheu,Sub-Saharan Africa,0.371,0.335,68.1,49.2,12.2732631,-16.1669156
GNB,Guinea-Bissau,Gabu,Sub-Saharan Africa,0.371,0.544,87.1,62.5,11.8962488,-14.1001326
GNB,Guinea-Bissau,Oio,Sub-Saharan Africa,0.371,0.505,84.1,60.1,12.2760709,-15.3131185
GNB,Guinea-Bissau,Quinara,Sub-Saharan Africa,0.371,0.414,76.9,53.8,11.795562,-15.1726816
GNB,Guinea-Bissau,Tombali,Sub-Saharan Africa,0.371,0.43,79.5,54.1,11.3632696,-14.9856176
GNB,Guinea-Bissau,Sab,Sub-Saharan Africa,0.371,0.163,37.1,44.0,,
GTM,Guatemala,Alta Verapaz,Latin America and Caribbean,0.113,0.214,47.0,45.6,15.5942883,-90.14949879999999
GTM,Guatemala,Baja Verapaz,Latin America and Caribbean,0.113,0.147,31.9,46.0,15.0787498,-90.4125181
GTM,Guatemala,Chimaltenango,Latin America and Caribbean,0.113,0.08199999999999999,18.4,44.7,14.6631591,-90.8246386
GTM,Guatemala,Chiquimula,Latin America and Caribbean,0.113,0.2,40.8,48.9,14.7924897,-89.5450458
GTM,Guatemala,El Progreso,Latin America and Caribbean,0.113,0.07,15.6,45.2,14.8921637,-90.0373201
GTM,Guatemala,Escuintla,Latin America and Caribbean,0.113,0.067,16.1,41.5,14.3009252,-90.7881835
GTM,Guatemala,Guatemala Municipio,Latin America and Caribbean,0.113,0.014,3.3,42.7,14.6349149,-90.5068824
GTM,Guatemala,Guatemala Resto,Latin America and Caribbean,0.113,0.036000000000000004,8.4,43.4,29.54526929999999,-95.11027329999999
GTM,Guatemala,Huehuetenango,Latin America and Caribbean,0.113,0.187,38.2,48.9,15.3198766,-91.4918235
GTM,Guatemala,Izabal,Latin America and Caribbean,0.113,0.106,24.2,43.8,15.5918066,-88.94138650000001
GTM,Guatemala,Jalapa,Latin America and Caribbean,0.113,0.165,33.9,48.6,14.5655154,-89.9253233
GTM,Guatemala,Jutiapa,Latin America and Caribbean,0.113,0.113,24.6,45.8,14.1930802,-89.9253233
GTM,Guatemala,Peten,Latin America and Caribbean,0.113,0.134,29.8,44.8,16.912033,-90.2995785
GTM,Guatemala,Quetzaltenango,Latin America and Caribbean,0.113,0.094,21.1,44.5,14.8520705,-91.5305465
GTM,Guatemala,Quiche,Latin America and Caribbean,0.113,0.193,41.5,46.4,15.4983808,-90.9820668
GTM,Guatemala,Retalhuleu,Latin America and Caribbean,0.113,0.1,22.8,43.8,14.5245485,-91.685788
GTM,Guatemala,Sacatepequez,Latin America and Caribbean,0.113,0.048,11.7,41.3,14.6110576,-90.7152749
GTM,Guatemala,San Marcos,Latin America and Caribbean,0.113,0.123,27.1,45.3,14.9609782,-91.80745859999999
GTM,Guatemala,Santa Rosa,Latin America and Caribbean,0.113,0.093,21.3,43.7,14.1928003,-90.37483540000001
GTM,Guatemala,Solola,Latin America and Caribbean,0.113,0.09,20.9,43.2,14.7666085,-91.17850159999999
GTM,Guatemala,Suchitepequez,Latin America and Caribbean,0.113,0.112,26.2,42.7,14.4215982,-91.4048249
GTM,Guatemala,Totonicapan,Latin America and Caribbean,0.113,0.121,26.3,46.1,14.9173402,-91.36139229999999
GTM,Guatemala,Zacapa,Latin America and Caribbean,0.113,0.112,23.9,46.8,14.9676218,-89.5356094
GUY,Guyana,Barima-Waini,Latin America and Caribbean,0.013,0.057,15.0,38.0,7.488241899999999,-59.6564494
GUY,Guyana,Cuyuni-Mazaruni and Potaro-Siparuni,Latin America and Caribbean,0.013,0.095,22.1,42.8,6.4642141,-60.21107519999999
GUY,Guyana,Demerara-Mahaica,Latin America and Caribbean,0.013,0.004,1.2,36.7,6.546425999999999,-58.0982046
GUY,Guyana,East Berbice-Corentyne,Latin America and Caribbean,0.013,0.006,1.7,37.6,2.7477922,-57.4627259
GUY,Guyana,Essequibo Islands-West Demerara,Latin America and Caribbean,0.013,0.005,1.3,38.2,6.5720132,-58.4629997
GUY,Guyana,Mahaica-Berbice,Latin America and Caribbean,0.013,0.006,1.5,38.2,6.238496,-57.9162555
GUY,Guyana,Pomeroon-Supenaam,Latin America and Caribbean,0.013,0.014,3.5,40.4,7.1294166,-58.9206295
GUY,Guyana,Upper Demerara-Berbice,Latin America and Caribbean,0.013,0.004,1.1,37.0,5.3064879,-58.18929209999999
GUY,Guyana,Upper Takutu-Upper Essequibo,Latin America and Caribbean,0.013,0.145,34.0,42.6,2.9239595,-58.73736339999999
HND,Honduras,Atlðntida,Latin America and Caribbean,0.07200000000000001,0.045,10.1,45.1,,
HND,Honduras,Colðn,Latin America and Caribbean,0.07200000000000001,0.058,13.4,43.5,,
HND,Honduras,Comayagua,Latin America and Caribbean,0.07200000000000001,0.077,16.7,46.1,14.5534828,-87.6186379
HND,Honduras,Copðn,Latin America and Caribbean,0.07200000000000001,0.161,33.2,48.4,,
HND,Honduras,Cortðs,Latin America and Caribbean,0.07200000000000001,0.026,6.0,42.5,,
HND,Honduras,Choluteca,Latin America and Caribbean,0.07200000000000001,0.108,23.4,46.0,13.3198572,-87.1622344
HND,Honduras,El Paraðso,Latin America and Caribbean,0.07200000000000001,0.095,20.9,45.2,,
HND,Honduras,Francisco Morazðn,Latin America and Caribbean,0.07200000000000001,0.031,6.9,44.3,,
HND,Honduras,Gracias a Dios,Latin America and Caribbean,0.07200000000000001,0.124,29.5,42.2,15.341806,-84.6060449
HND,Honduras,Intibucð,Latin America and Caribbean,0.07200000000000001,0.139,29.9,46.4,,
HND,Honduras,Islas de la Bahða,Latin America and Caribbean,0.07200000000000001,0.017,4.5,38.2,,
HND,Honduras,La Paz,Latin America and Caribbean,0.07200000000000001,0.107,23.5,45.6,13.9984833,-87.9334803
HND,Honduras,Lempira,Latin America and Caribbean,0.07200000000000001,0.201,41.9,48.0,14.1887698,-88.55653099999999
HND,Honduras,Ocotepeque,Latin America and Caribbean,0.07200000000000001,0.109,22.5,48.2,14.4345368,-89.1836929
HND,Honduras,Olancho,Latin America and Caribbean,0.07200000000000001,0.08900000000000001,19.2,46.5,14.8067406,-85.76666449999999
HND,Honduras,Santa Bðrbara,Latin America and Caribbean,0.07200000000000001,0.076,16.9,45.1,,
HND,Honduras,Valle,Latin America and Caribbean,0.07200000000000001,0.068,15.7,43.1,13.5782936,-87.5791287
HND,Honduras,Yoro,Latin America and Caribbean,0.07200000000000001,0.073,16.4,44.6,15.1369653,-87.1273253
HTI,Haiti,Aire Mðtropolitaine/Reste-Ouest,Latin America and Caribbean,0.248,0.162,33.6,48.1,,
HTI,Haiti,Sud-Est,Latin America and Caribbean,0.248,0.307,62.6,49.1,18.2783598,-72.35479149999999
HTI,Haiti,Nord,Latin America and Caribbean,0.248,0.244,48.4,50.5,19.5687715,-72.189
HTI,Haiti,Nord-Est,Latin America and Caribbean,0.248,0.32299999999999995,62.8,51.4,19.4889723,-71.8571331
HTI,Haiti,Artibonite,Latin America and Caribbean,0.248,0.316,60.6,52.1,19.362902,-72.4258145
HTI,Haiti,Centre,Latin America and Caribbean,0.248,0.391,73.6,53.1,18.9582742,-72.0468164
HTI,Haiti,Sud,Latin America and Caribbean,0.248,0.249,50.4,49.4,18.3320005,-73.7007088
HTI,Haiti,Grande-Anse,Latin America and Caribbean,0.248,0.378,71.8,52.6,18.5489259,-74.07701
HTI,Haiti,Nord-Ouest,Latin America and Caribbean,0.248,0.311,62.8,49.6,19.8374009,-73.0405277
HTI,Haiti,Nippes,Latin America and Caribbean,0.248,0.257,53.7,47.9,18.3990735,-73.4180211
IDN,Indonesia,Aceh,East Asia and the Pacific,0.066,0.077,18.3,42.0,4.695135,96.7493993
IDN,Indonesia,North Sumatera,East Asia and the Pacific,0.066,0.071,16.0,44.3,2.1153547,99.54509739999999
IDN,Indonesia,West Sumatera,East Asia and the Pacific,0.066,0.056,13.5,41.2,-0.7399397,100.8000051
IDN,Indonesia,Riau,East Asia and the Pacific,0.066,0.053,13.2,40.2,0.2933469,101.7068294
IDN,Indonesia,Jambi,East Asia and the Pacific,0.066,0.07200000000000001,17.0,42.4,-1.6101229,103.6131203
IDN,Indonesia,South Sumatera,East Asia and the Pacific,0.066,0.054000000000000006,12.7,42.0,-3.3194374,103.914399
IDN,Indonesia,Bengkulu,East Asia and the Pacific,0.066,0.059,13.4,44.1,-3.792845099999999,102.2607641
IDN,Indonesia,Lampung,East Asia and the Pacific,0.066,0.065,15.2,42.9,-4.5585849,105.4068079
IDN,Indonesia,Bangka Belitung,East Asia and the Pacific,0.066,0.053,13.4,39.2,-2.7410513,106.4405872
IDN,Indonesia,Riau Islands,East Asia and the Pacific,0.066,0.041,10.1,40.2,3.9456514,108.1428669
IDN,Indonesia,DKI Jakarta,East Asia and the Pacific,0.066,0.029,7.8,36.8,-6.17511,106.8650395
IDN,Indonesia,West Java,East Asia and the Pacific,0.066,0.057,14.4,39.5,-7.090910999999999,107.668887
IDN,Indonesia,Central Java,East Asia and the Pacific,0.066,0.053,12.9,41.3,-7.150975,110.1402594
IDN,Indonesia,DI Yogyakarta,East Asia and the Pacific,0.066,0.025,6.3,38.7,-7.875384899999999,110.4262088
IDN,Indonesia,East Java,East Asia and the Pacific,0.066,0.055,13.0,42.5,-7.5360639,112.2384017
IDN,Indonesia,Banten,East Asia and the Pacific,0.066,0.075,17.5,42.7,-6.4058172,106.0640179
IDN,Indonesia,Bali,East Asia and the Pacific,0.066,0.042,10.3,40.9,-8.4095178,115.188916
IDN,Indonesia,West Nusa Tenggara,East Asia and the Pacific,0.066,0.121,26.6,45.3,-8.6529334,117.3616476
IDN,Indonesia,East Nusa Tenggara,East Asia and the Pacific,0.066,0.16399999999999998,34.0,48.3,-8.657381899999999,121.0793705
IDN,Indonesia,West Kalimantan,East Asia and the Pacific,0.066,0.086,18.6,46.2,-0.2787808,111.4752851
IDN,Indonesia,Central Kalimantan,East Asia and the Pacific,0.066,0.084,19.1,44.3,-1.6814878,113.3823545
IDN,Indonesia,South Kalimantan,East Asia and the Pacific,0.066,0.085,18.5,45.9,-3.0926415,115.2837585
IDN,Indonesia,East Kalimantan,East Asia and the Pacific,0.066,0.058,14.1,41.3,0.5386586,116.419389
IDN,Indonesia,North Sulawesi,East Asia and the Pacific,0.066,0.059,13.1,45.2,0.6246932,123.9750018
IDN,Indonesia,Central Sulawesi,East Asia and the Pacific,0.066,0.132,27.8,47.5,-1.4300254,121.4456179
IDN,Indonesia,South Sulawesi,East Asia and the Pacific,0.066,0.063,15.3,41.5,-3.6687994,119.9740534
IDN,Indonesia,Southeast Sulawesi,East Asia and the Pacific,0.066,0.109,23.0,47.3,-4.144909999999999,122.174605
IDN,Indonesia,Gorontalo,East Asia and the Pacific,0.066,0.128,26.6,47.9,0.5435441999999999,123.0567693
IDN,Indonesia,West Sulawesi,East Asia and the Pacific,0.066,0.161,31.8,50.6,-2.8441371,119.2320784
IDN,Indonesia,Maluku,East Asia and the Pacific,0.066,0.105,23.0,45.8,-3.2384616,130.1452734
IDN,Indonesia,North Maluku,East Asia and the Pacific,0.066,0.129,28.2,45.7,1.5709993,127.8087693
IDN,Indonesia,West Papua,East Asia and the Pacific,0.066,0.122,25.2,48.5,-1.3361154,133.1747162
IDN,Indonesia,Papua,East Asia and the Pacific,0.066,0.234,44.6,52.6,-4.269928,138.0803529
IRQ,Iraq,Dohuk,Arab States,0.045,0.031,8.7,35.3,36.8679054,42.9488574
IRQ,Iraq,Ninewa,Arab States,0.045,0.054000000000000006,13.8,39.2,36.229574,42.2362435
IRQ,Iraq,Suleimaniya,Arab States,0.045,0.01,2.7,34.9,35.5570454,45.4359425
IRQ,Iraq,Kirkuk,Arab States,0.045,0.035,9.8,35.5,35.4655761,44.38039209999999
IRQ,Iraq,Erbil,Arab States,0.045,0.031,8.2,37.7,36.2062933,44.0088697
IRQ,Iraq,Diyala,Arab States,0.045,0.038,10.0,37.9,33.7733487,45.1494505
IRQ,Iraq,Al-Anbar,Arab States,0.045,0.052000000000000005,14.0,37.3,32.5597614,41.9196471
IRQ,Iraq,Baghdad,Arab States,0.045,0.027000000000000003,7.5,36.0,33.3128057,44.3614875
IRQ,Iraq,Babil,Arab States,0.045,0.042,10.8,38.4,32.468191,44.5501935
IRQ,Iraq,Karbala,Arab States,0.045,0.053,12.4,43.0,32.6068464,44.0103922
IRQ,Iraq,Wasit,Arab States,0.045,0.058,14.2,40.8,32.6024094,45.7520985
IRQ,Iraq,Salahaddin,Arab States,0.045,0.054000000000000006,13.8,39.1,34.5337527,43.483738
IRQ,Iraq,Al-Najaf,Arab States,0.045,0.055,14.1,39.0,32.027376,44.3331165
IRQ,Iraq,Al-Qadisiya,Arab States,0.045,0.08199999999999999,19.6,42.1,32.043691,45.1494505
IRQ,Iraq,Al-Muthanna,Arab States,0.045,0.079,19.9,39.5,29.9133171,45.29938620000001
IRQ,Iraq,Thi-Qar,Arab States,0.045,0.06,15.3,39.5,31.1042292,46.3624686
IRQ,Iraq,Missan,Arab States,0.045,0.098,24.1,40.6,31.8734002,47.1362125
IRQ,Iraq,Basrah,Arab States,0.045,0.045,12.5,35.9,30.5081033,47.7834888
JAM,Jamaica,Kingston,Latin America and Caribbean,0.006999999999999999,0.009000000000000001,2.2,39.1,18.0178743,-76.8099041
JAM,Jamaica,St.  Andrew,Latin America and Caribbean,0.006999999999999999,0.006999999999999999,1.9,39.8,18.0391345,-76.7567368
JAM,Jamaica,St. Thomas,Latin America and Caribbean,0.006999999999999999,0.006,1.5,41.4,17.9700261,-76.4331698
JAM,Jamaica,Portland,Latin America and Caribbean,0.006999999999999999,0.004,1.2,36.1,18.0844274,-76.4100267
JAM,Jamaica,St. Mary,Latin America and Caribbean,0.006999999999999999,0.009000000000000001,2.7,34.9,18.3092711,-76.964306
JAM,Jamaica,St. Ann,Latin America and Caribbean,0.006999999999999999,0.004,1.1,38.3,18.3281428,-77.2405153
JAM,Jamaica,Trelawny,Latin America and Caribbean,0.006999999999999999,0.016,3.8,41.4,18.3526143,-77.6077865
JAM,Jamaica,St. James,Latin America and Caribbean,0.006999999999999999,0.003,0.7,38.5,18.3923184,-77.85959629999999
JAM,Jamaica,Hanover,Latin America and Caribbean,0.006999999999999999,0.006999999999999999,1.9,35.4,18.4097707,-78.13363799999999
JAM,Jamaica,Westmoreland,Latin America and Caribbean,0.006999999999999999,0.004,1.0,40.2,18.2944378,-78.1564432
JAM,Jamaica,St. Elizabeth,Latin America and Caribbean,0.006999999999999999,0.013,3.2,41.5,18.0788461,-77.69941969999999
JAM,Jamaica,Manchester,Latin America and Caribbean,0.006999999999999999,0.006,1.5,36.6,18.0669654,-77.5160788
JAM,Jamaica,Clarendon,Latin America and Caribbean,0.006999999999999999,0.014,3.7,37.9,17.9557183,-77.2405153
JAM,Jamaica,St. Catherine,Latin America and Caribbean,0.006999999999999999,0.004,0.8,41.8,18.0364134,-77.0564464
JOR,Jordan,Central,Arab States,0.006,0.005,1.6,34.9,30.585164,36.238414
JOR,Jordan,North,Arab States,0.006,0.006,1.8,35.5,30.585164,36.238414
JOR,Jordan,South,Arab States,0.006,0.008,2.2,34.2,40.5621704,-111.929658
KEN,Kenya,Central,Sub-Saharan Africa,0.187,0.075,18.2,40.9,-0.023559,37.906193
KEN,Kenya,Coast,Sub-Saharan Africa,0.187,0.242,49.5,48.8,-4.0146986,39.6918143
KEN,Kenya,Eastern,Sub-Saharan Africa,0.187,0.19,41.9,45.3,0.7137256,35.517938
KEN,Kenya,Nairobi,Sub-Saharan Africa,0.187,0.02,4.8,41.9,-1.2920659,36.8219462
KEN,Kenya,North Eastern,Sub-Saharan Africa,0.187,0.509,83.3,61.1,-0.0190061,37.6480812
KEN,Kenya,Nyanza,Sub-Saharan Africa,0.187,0.211,47.7,44.2,-1.2849963,36.8272273
KEN,Kenya,Rift Valley,Sub-Saharan Africa,0.187,0.205,42.4,48.3,-0.023559,37.906193
KEN,Kenya,Western,Sub-Saharan Africa,0.187,0.223,50.0,44.5,-0.115003,34.851379
KHM,Cambodia,Banteay Mean Chey,East Asia and the Pacific,0.146,0.097,22.6,42.7,13.6672596,102.8975098
KHM,Cambodia,Battambang & Pailin,East Asia and the Pacific,0.146,0.104,22.8,45.4,,
KHM,Cambodia,Kampong Cham,East Asia and the Pacific,0.146,0.16,37.4,42.9,11.9924294,105.4645408
KHM,Cambodia,Kampong Chhnang,East Asia and the Pacific,0.146,0.193,44.6,43.3,12.1392352,104.5655273
KHM,Cambodia,Kampong Speu,East Asia and the Pacific,0.146,0.182,42.5,42.7,11.6155109,104.3791912
KHM,Cambodia,Kampong Thom,East Asia and the Pacific,0.146,0.183,41.0,44.5,12.90616,105.2194808
KHM,Cambodia,Kampot & Kep,East Asia and the Pacific,0.146,0.155,35.1,44.2,10.5942421,104.1640355
KHM,Cambodia,Kandal,East Asia and the Pacific,0.146,0.121,29.3,41.3,11.2237383,105.1258955
KHM,Cambodia,Kratie,East Asia and the Pacific,0.146,0.274,55.6,49.3,12.4896877,106.0287512
KHM,Cambodia,Mondol Kiri & Rattanak Kiri,East Asia and the Pacific,0.146,0.28,54.4,51.5,,
KHM,Cambodia,Otdar Mean Chey,East Asia and the Pacific,0.146,0.196,45.7,43.0,14.1717195,103.6362715
KHM,Cambodia,Phnom Penh,East Asia and the Pacific,0.146,0.026,7.0,38.0,11.5563738,104.9282099
KHM,Cambodia,Preah Sihanouk & Kaoh Kong,East Asia and the Pacific,0.146,0.091,19.8,45.8,10.6253016,103.5233963
KHM,Cambodia,Preah Vihear & Steung Treng,East Asia and the Pacific,0.146,0.304,62.2,48.8,14.3915607,104.680174
KHM,Cambodia,Prey Veng,East Asia and the Pacific,0.146,0.12,28.1,42.7,11.3802442,105.5005483
KHM,Cambodia,Pursat,East Asia and the Pacific,0.146,0.221,47.2,46.7,12.4651824,103.8911999
KHM,Cambodia,Siem Reap,East Asia and the Pacific,0.146,0.204,43.3,47.1,13.3550091,103.855173
KHM,Cambodia,Svay Rieng,East Asia and the Pacific,0.146,0.1,24.8,40.2,11.142722,105.8290298
KHM,Cambodia,Takeo,East Asia and the Pacific,0.146,0.106,25.8,41.2,10.9321519,104.798771
LAO,Lao People's Democratic Republic,Vientiane Capital,East Asia and the Pacific,0.174,0.012,2.8,41.1,17.9757058,102.6331035
LAO,Lao People's Democratic Republic,Phongsaly,East Asia and the Pacific,0.174,0.311,56.1,55.5,21.5919377,102.2547919
LAO,Lao People's Democratic Republic,Luangnamtha,East Asia and the Pacific,0.174,0.165,35.5,46.5,20.9170187,101.1617356
LAO,Lao People's Democratic Republic,Oudomxay,East Asia and the Pacific,0.174,0.248,50.2,49.5,20.4921929,101.8891721
LAO,Lao People's Democratic Republic,Bokeo,East Asia and the Pacific,0.174,0.212,39.8,53.4,20.2872662,100.7097867
LAO,Lao People's Democratic Republic,Luangprabang,East Asia and the Pacific,0.174,0.18,36.4,49.6,20.0656229,102.6216211
LAO,Lao People's Democratic Republic,Huaphanh,East Asia and the Pacific,0.174,0.184,37.9,48.5,20.3254175,104.1001326
LAO,Lao People's Democratic Republic,Xayabury,East Asia and the Pacific,0.174,0.079,17.9,43.9,19.1945799,101.483498
LAO,Lao People's Democratic Republic,Xiengkhuang,East Asia and the Pacific,0.174,0.16399999999999998,33.2,49.4,19.6093003,103.7289167
LAO,Lao People's Democratic Republic,Vientiane,East Asia and the Pacific,0.174,0.063,14.2,44.7,17.9757058,102.6331035
LAO,Lao People's Democratic Republic,Borikhamxay,East Asia and the Pacific,0.174,0.063,14.1,44.5,18.4362924,104.4723301
LAO,Lao People's Democratic Republic,Khammuane,East Asia and the Pacific,0.174,0.2,40.1,49.9,17.6384066,105.2194808
LAO,Lao People's Democratic Republic,Savannakhet,East Asia and the Pacific,0.174,0.262,49.7,52.8,16.5722464,104.7705509
LAO,Lao People's Democratic Republic,Saravane,East Asia and the Pacific,0.174,0.359,62.8,57.2,15.8171073,106.2522143
LAO,Lao People's Democratic Republic,Sekong,East Asia and the Pacific,0.174,0.254,50.0,50.9,15.5767446,107.0067031
LAO,Lao People's Democratic Republic,Champasack,East Asia and the Pacific,0.174,0.149,31.4,47.6,14.6578664,105.9699878
LAO,Lao People's Democratic Republic,Attapeu,East Asia and the Pacific,0.174,0.215,43.3,49.8,14.93634,107.1011931
LBR,Liberia,Bomi,Sub-Saharan Africa,0.374,0.407,79.1,51.4,6.7562926,-10.8451467
LBR,Liberia,Bong,Sub-Saharan Africa,0.374,0.508,83.9,60.6,6.829501899999999,-9.367308399999999
LBR,Liberia,Gbarpolu,Sub-Saharan Africa,0.374,0.505,86.3,58.5,7.495263700000001,-10.0807298
LBR,Liberia,Grand Bassa,Sub-Saharan Africa,0.374,0.527,86.7,60.7,6.2308452,-9.8124935
LBR,Liberia,Grand Cape Mount,Sub-Saharan Africa,0.374,0.482,85.6,56.3,7.0467758,-11.0711758
LBR,Liberia,Grand Gedeh,Sub-Saharan Africa,0.374,0.349,74.9,46.6,5.9222078,-8.2212979
LBR,Liberia,Grand Kru,Sub-Saharan Africa,0.374,0.48,90.6,52.9,4.7613862,-8.2212979
LBR,Liberia,Lofa,Sub-Saharan Africa,0.374,0.457,83.1,55.0,8.191118399999999,-9.7232673
